128
37
85
25
181
113
195
108
18
22
55
36
132
28
117
15
171
157
153
88
127
186
6
66
112
73
31
95
110
169
8
26
92
48
106
160
11
152
130
119
135
101
167
60
189
75
177
41
1
137
199
150
192
43
149
50
91
114
77
121
4
161
21
194
79
98
94
89
12
72
190
24
144
141
87
154
81
32
62
53
155
74
163
61
71
64
185
96
147
59
143
159
34
164
178
19
35
69
0
40
