129
64
166
59
193
52
8
63
82
69
115
40
113
32
53
148
140
174
51
70
91
156
67
114
158
192
141
130
142
84
18
12
139
107
189
47
170
181
132
29
185
73
61
136
145
79
33
16
172
2
182
0
57
99
197
143
122
92
26
34
179
121
31
101
38
103
131
24
50
102
88
55
80
190
19
157
153
137
36
25
154
165
37
127
183
5
66
169
135
198
196
117
44
162
150
71
119
147
159
89
